overall,vote,verified,reviewText,summary,unixReviewTime,Topic1,Topic2,Topic3,Topic4,Topic5,imagenum,nameverified,Sentiment,Length,Sentences,Flesch,Days,verified_option,Retail,vote_fillna
1.0,5.0,1,"I just got a new computer with a very basic keyboard. I tried to use my old Microsoft Multimedia keyboard but couldn't find an adapter that would make it work on a USB port (I tried 2 different ones), so I thought I would try to make the leap to a more ""ergonomic"" keyboard layout. I bought this one based on other people's reviews. I have been typing on the straight-line layout for 23 years, so I expected to have to adjust to the different layout, but when I tried it out by typing a 3-page letter in Word, I began having the classic carpal tunnel pain for the first time. By the time I was through with the letter, I had pain shooting up to my shoulder and my wrists hurt as well. I seem to have injured myself using this ""ergonomic"" keyboard while I have never injured myself with the ""straight-line"" layout.

I ended up selling this model, took a small loss on it, and then ordered the Microsoft Digital Media Pro keyboard, which I am happy with and seems to be better for me than this one.

The wrist rest on this keyboard is nice. As others have noted, the space bar is hard to tap and takes more force than it should. Much of the functionality of this model is also present on the Digital Media Pro model (hot keys, zoom, ""favorites"" buttons, etc.) and I am much happier with the touch and feel of the Digital Media Pro model than I was with this one. For me, it was a disaster! Obviously other people use it and like it, so each person will have to decide for themselves. It came as a big surprise that ""ergonomic"" was not helpful for me.

I also had trouble with the curved surface because my fingers didn't go to the right places. If I had not experienced so much pain so quickly, I might have tried retraining myself to the new layout, but since I found something else that works better for me, it didn't seem like the way to go.",Not for me!,2007-07-13,0.4807099997997284,0.04159000143408775,0.4037500023841858,0.04498999938368797,0.028960000723600388,0,0.0,-0.8818,352,12,67.12,646,0,1,5.0
1.0,,0,Goofed my typing all up. I have not been right since going back to a standard keyboard. Useless garbage.,FOGETTABOUTIT...,2007-07-10,0.4825499951839447,0.03757999837398529,0.4036400020122528,0.04648999869823456,0.029740000143647194,0,0.0,-0.4215,19,2,87.21,643,0,1,0.0
4.0,,0,"only weaknesses include a small enter button and the fact it is very large because of excessive waste of use of key space (especially the F1-12 buttons)

Otherwise, this keyboard does help with your wrists. Get use to the B button on the left side and a stiffer space button.",Very nice keyboard,2007-06-08,0.4877200126647949,0.03711999952793121,0.39621999859809875,0.049559999257326126,0.02937999926507473,0,0.0,-0.3818,50,2,71.48,611,0,1,0.0
4.0,2.0,0,"I am new to this keyboard and so far I like it. You can tell it is a quality item.

I like that it is quiet. The wrist rests are very comfortable.

I have been using a really small, scrunched up notebook keyboard for three years so this is going to take some serious getting used-to.

The biggest problem with the keyboard is the space key. Unless you hit it close to its center ut doesn't go down easily. In fact if you strike it close to one of it's edges, like near the M key it seems to catch and takes too much resistance to press it down. Really that's the only fault I can find with this so far.

The only other issue I have is that I learned to type on my own - and although I am a fast and pretty accurate typist apparently I did not learn the ""traditional"" way and this is causing me  problems now. FOr example, I've always used my right index finger for the B key - This is simply not an option on this keyboard. So I have some re-learning to do. Hopefully it will be worth the effort.",* almost * perfect,2007-06-04,0.48778998851776123,0.03922000154852867,0.3898800015449524,0.05274999886751175,0.03036000020802021,0,0.0,0.8313,197,9,74.63,607,0,1,2.0
2.0,6.0,0,"The drawback is the F-Lock key especially when you need to reboot the computer and go into Safe Mode.  Because the F-Lock does not automatically come on, you have to try to press it and get it to stay while you press F8 to go into Safe Mode.",Pretty good except for the F-Lock,2007-05-29,0.48750001192092896,0.03750000149011612,0.3989500105381012,0.046379998326301575,0.029680000618100166,0,0.0,0.7003,48,1,48.14,601,0,1,6.0
1.0,3.0,1,"The large, clunky, hard to press space bar ruins an otherwise fine product. My right thumb started aching after about just 15 minutes of typing. I returned the product. The space bar just pummels the right thumb in particular (maybe mine is weak, but I am a healthy fifty year old.  Like I say caveat emptor. Check the keyboard out in the store first!!

My feeling (as a layperson,not an expert) is that this keyboard might cause injury to some people's thumbs over time with prolonged use. Microsoft, in its latest keyboard iteration, the Wireless Laser 6000 has substantially decreased the size of the space bar and made it for more responsive and easier to press. This is, in my view, a tacit acknowledgement that its earlier generation of space bars were too hard to press.",Poorly Designed Spacebar - Caveat Emptor,2007-05-24,0.48475998640060425,0.03658000007271767,0.4009700119495392,0.04873000085353851,0.028950000181794167,0,1.0,0.8325,136,7,68.7,596,0,1,3.0
1.0,35.0,1,"This keyboard&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Microsoft-Natural-Ergo-Keyboard-4000/dp/B000A6PPOK/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Microsoft Natural Ergo Keyboard 4000</a>&nbsp;has a very comfortable built-in wrist rest, but that is about all I can say good about it.  The keys were very stiff.  The M, N and space bar are very stiff, to the point of being a major hinderance, and almost useless most of the time.  I need to know when I strike a key that the text is typed, but that doesn't happen with this keyboard.  I suppose if you are very heavy-handed it would probably be a fine board.  I spend a great deal of time using a keyboard, and I have to have one that is responsive all the time, not one that requires me to beat on the keys to get them to work properly.  Since some reviews here show that some people appear to love the board, I suspect that there may have been a bad batch or two.  That is why I highly recommend trying this keyboard before you sink your money into one.",Don't buy this keyboard without trying it out,2007-04-27,0.4877699911594391,0.04134000092744827,0.39188000559806824,0.04879999905824661,0.030220000073313713,0,0.0,0.9511,169,1,-83.15,569,0,1,35.0
5.0,,0,"I could never use the Microsoft Natural Keyboards, the ones with the big ugly split, which felt anything but natural to me. But I tried out the Microsoft Comfort Curve keyboards, which curve but are pretty flat, and liked them. Then I tried this one and liked it even more. After using it for about three weeks I want to buy another one for my office at work.

Some of the Comfort Curve keyboards are just too thin; their key travel is so short it's like your fingers are walking on concrete. But the key travel on this one is very very nice. Also, many of the other Microsoft keyboards have an usuable layout of the Insert, Delete, Home, End, Page Up, Page Down keys. This one has the classic, correct, layout. The wrist rest is also surprisingly comfotable. Microsoft really did a great job on this one!

Some minor negatives: 1) It's usb only, and won't work with a USB-to-PS2 adaptor.

2) The program that allows you to program the extra multimedia keys isn't particularly flexible.

3) The function keys have the keyname (F1, F2, etc.,) on the front, where it's hard to read of the lighting isn't good.

UPDATE August 2012: Five years later this keyboard is still going strong. I'm a programmer and am on the keyboard either at the office or at home every day for hours on end. I guess I'd been taking the keyboard for granted, but last week I traveled to a different office to do some work, and they didn't have this keyboard. I really missed it, and just sent in a request to get one purchased for the other office before I go there again.",Great keyboard! Very comfortable!,2007-04-18,0.4880000054836273,0.0371600016951561,0.39555999636650085,0.04977000132203102,0.029510000720620155,0,1.0,0.9903,284,12,72.8,560,0,1,0.0
5.0,,1,This is a great keyboard.  It has excellent key feel and is very comfortable to use.  I've had 3 Microsoft natural keyboards and this is the best yet.,Great keyboard,2007-04-07,0.4878999888896942,0.037370000034570694,0.392630010843277,0.05253000184893608,0.029570000246167183,0,0.0,0.9589,28,1,59.98,549,0,1,0.0
5.0,,1,True confessions - I'm a Mac junkie. But after discovering my fingers couldn't use the Apple keyboards I tried the MS 4000 keyboard. WOW! The only MS product besides Excel that I can truly clap for. Simply awesome. And it did everything it advertises right out of the box (once you install the software). I'm going to get another one for my work place.,Awesome keyboard - why can't Apple design one like this?,2007-03-20,0.48113998770713806,0.03689999878406525,0.3944000005722046,0.04831000044941902,0.039239998906850815,0,0.0,0.975,63,5,67.15,531,0,1,0.0
5.0,,0,"Truly the best keyboard I have ever owned.

This one is MUCH better than the other Microsoft ergonomic keyboards... it has a great slope and very comfortable.",An outstanding keyboard,2007-03-16,0.4902999997138977,0.03736000135540962,0.3965499997138977,0.046220000833272934,0.029570000246167183,0,0.0,0.9565,27,1,60.99,527,0,1,0.0
